"","ID","TIMESTAMP","DIA","MES","year","ESTADO","Municipio","DE","PF","MIF","MAF","PFF","AFIF","PEF","PMF","PMUF","AMPF","DOF","CIF","PL","MIL","MAL","PFL","AFIFL","PEL","PML","PMUL","AMPL","DOL","CIL","ARL","ARC","CARG","CART","VE","AC","AP","DEL","TOR","DTRA","PRE","FCRU","ELE","TAX","DRO","VEH","VAL","asegur","corpo","team","com","arm","uni","din","veh","mar","coc","her","dr","otr","arl_d","arc_d","sedena","semar","bom","bomu","pfp","pes","pmu","min","afi","date","muncode","capital","dist_capital","NOM_MUN","pop","RANGE","MEAN","STD","party_mixed","fed_party","densidad","cartel","pct.poor","pct.extpoor","gini"
"2262",2257,1292479210,16,12,2010,12,32,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1430,0,1,0,0,0,1,1,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-12-16,12032,0,57.6542865577,"General Heliodoro Castillo",36586,3238,1519.17,613.889,"PRI",0,39.3658151949985,1,86.7,50.4,0.424
"2263",2258,1292565610,17,12,2010,8,8,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1431,0,1,0,0,0,0,1,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-12-17,8008,0,238.457831214,"Batopilas",14362,2441,1436.34,639.098,"PRI",0,13.28199054741,1,91.1,55.4,0.408
"2264",2259,1292565610,17,12,2010,19,44,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,1,94,2396,2,0,0,0,0,1431,0,0,0,0,0,0,1,3,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2010-12-17,19044,0,93.2195844262,"Sabinas Hidalgo",34671,1144,392.63,156.747,"PRI",0,10.16407649022,1,27.2,1.9,0.416
"2265",2260,1292565610,17,12,2010,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,326,1,0,0,0,0,1431,0,0,0,0,0,1,0,9999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2010-12-17,24003,0,208.765464844,"Aquism<f3>n",47423,1482,458.814,341.903,"PAN",1,29.0438270536842,0,89.5,59.1,0.459
"2266",2261,1292652010,18,12,2010,28,40,5,2,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,20,4,131,1372,4,0,0,0,0,1432,0,1,0,0,0,1,0,6,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2010-12-18,28040,0,252.675680114,"Valle Hermoso",63170,32,15.0827,4.24674,"PRI",0,28.1132343321578,1,49.9,4.9,0.413
"2267",2262,1292652010,18,12,2010,28,40,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,193,2978,8,0,0,0,0,1432,0,0,0,0,0,1,0,3,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2010-12-18,28040,0,252.675680114,"Valle Hermoso",63170,32,15.0827,4.24674,"PRI",0,28.1132343321578,1,49.9,4.9,0.413
"2268",2263,1292652010,18,12,2010,5,35,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1432,0,1,0,0,0,0,0,9999,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2010-12-18,5035,0,240.717034608,"Torre<f3>n",639629,2026,1528.19,345.259,"PRI",0,35.6504512361755,1,27.3,2.9,0.452
"2269",2264,1292652010,18,12,2010,19,39,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,0,1432,0,0,0,0,0,1,0,6,3,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2010-12-18,19039,1,0,"Monterrey",1135550,1748,737.836,280.563,"PAN",1,87.7745616696618,1,21,1.8,0.455
"2270",2265,1292652010,18,12,2010,14,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1432,0,0,0,0,0,1,0,9999,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2010-12-18,14120,0,6.84238357924,"Zapopan",1243756,1580,1566.07,226.312,"PRI",0,38.6722418607977,1,22.8,2.2,0.465
"2271",2266,1292824810,20,12,2010,25,15,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1434,0,1,0,0,0,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-12-20,25015,0,98.6123153084,"Salvador Alvarado",79085,623,75.1822,63.3857,"PAN-PRD",1,18.825098390802,1,32.8,3,0.427
"2272",2267,1292824810,20,12,2010,18,10,0,3,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,1434,0,0,0,0,0,1,1,9999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2010-12-20,18010,0,75.165329066,"Rosamorada",34393,1330,136.666,213.016,"PRD",0,13.0828084508394,0,61.8,9.3,0.398
"2273",2268,1292824810,20,12,2010,28,35,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,22,0,0,0,0,0,0,1434,0,0,0,0,0,0,0,10,2,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2010-12-20,28035,0,158.252212983,"San Fernando",57220,211,26.8212,35.8009,"PRI",0,10.1596268952802,1,60.4,12.3,0.397
"2274",2269,1292824810,20,12,2010,17,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1434,0,0,0,0,0,0,1,9999,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010-12-20,17031,0,29.7983410718,"Zacatepec",35063,271,944.657,51.5735,"PRI",0,87.8339259495525,0,40.4,4.9,0.414
"2275",2270,1292824810,20,12,2010,19,39,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1434,0,0,0,0,0,1,1,3,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2010-12-20,19039,1,0,"Monterrey",1135550,1748,737.836,280.563,"PAN",1,87.7745616696618,1,21,1.8,0.455
"2276",2271,1292911210,21,12,2010,28,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1435,0,0,0,0,0,1,0,9999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010-12-21,28012,0,123.880157487,"Gonz<e1>lez",43435,1229,114.949,128.649,"PRI",0,18.6254532877364,0,65.9,16.6,0.44
"2277",2272,1292997610,22,12,2010,30,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436,0,1,0,0,0,0,0,9999,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2010-12-22,30065,0,13.9851561263,"Emiliano Zapata",61718,1298,692.001,296.846,"PRI",0,66.481960820193,1,37.1,6.4,0.489
"2278",2273,1293084010,23,12,2010,16,69,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1437,0,1,0,0,0,0,1,9999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010-12-23,16069,0,111.977027297,"La Piedad",99576,972,1783.92,122.169,"PAN",1,46.6914951591698,1,48,6.5,0.402
"2279",2274,1293084010,23,12,2010,28,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1437,0,1,0,0,0,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-12-23,28035,0,158.252212983,"San Fernando",57220,211,26.8212,35.8009,"PRI",0,10.1596268952802,1,60.4,12.3,0.397
"2280",2275,1293084010,23,12,2010,11,9,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,126,0,0,0,0,0,1437,0,1,0,0,0,0,1,10,13,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,2010-12-23,11009,0,60.632769459,"Comonfort",77794,1014,1979.22,158.825,"PRI",0,59.1571484791423,1,62,15.7,0.424
"2281",2276,1293170410,24,12,2010,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438,0,0,0,0,0,1,0,9999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010-12-24,16006,0,140.280112975,"Apatzing<e1>n",123649,1928,543.906,359.028,"PAN",1,15.0190920862881,1,58.4,13.1,0.391
"2282",2277,1293170410,24,12,2010,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1438,0,0,0,0,0,1,0,9999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2010-12-24,1004,0,53.8821573985,"Cos<ed>o",15042,415,2024.88,95.9439,"PRI",0,74.0739378265451,0,52.8,4.8,0.381
"2283",2278,1293170410,24,12,2010,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,10,183,0,0,0,0,0,1438,0,0,0,0,0,0,0,6,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2010-12-24,10001,0,56.7723472647,"Canatl<e1>n",31401,1323,2254.79,284.975,"PRI",0,9.87562322453755,1,55.3,9.3,0.415
"2284",2279,1293343210,26,12,2010,28,40,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,39,2000,1,0,0,0,0,1440,0,0,0,0,0,0,1,4,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2010-12-26,28040,0,252.675680114,"Valle Hermoso",63170,32,15.0827,4.24674,"PRI",0,28.1132343321578,1,49.9,4.9,0.413
"2285",2280,1293429610,27,12,2010,28,27,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,50,750,1,0,1,0,0,1441,0,0,0,0,0,1,0,10,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2010-12-27,28027,0,417.478062772,"Nuevo Laredo",384033,167,159.275,26.1121,"PRI",0,32.9026478824833,1,37.6,3.5,0.413
"2286",2281,1293516010,28,12,2010,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1442,0,0,0,0,0,0,1,9999,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2010-12-28,2004,0,138.36065646,"Tijuana",1559683,1283,375.162,222.34,"PRI",0,51.1234879138975,1,32.8,3.5,0.438
"2287",2282,1293516010,28,12,2010,8,19,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1442,0,1,0,0,0,0,1,9999,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010-12-28,8019,1,0,"Chihuahua",819543,1563,1687.78,261.269,"PRI",0,11.7676660312364,1,27,2,0.422
"2288",2283,1293516010,28,12,2010,8,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1442,0,0,0,0,0,0,0,9999,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010-12-28,8037,0,346.779154561,"Ju<e1>rez",1332131,748,1254.52,81.1265,"PRI",0,19.8967400687586,1,37.7,4.8,0.419
"2289",2284,1293516010,28,12,2010,10,5,13,3,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,11,3,29,290,1,1,1,0,0,1442,0,1,0,0,0,0,1,3,5,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2010-12-28,10005,1,0,"Durango",582267,1933,2273.89,283.806,"PRI",0,15.6617763364752,1,42.2,5.1,0.436
"2290",2285,1293516010,28,12,2010,17,12,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1442,0,1,0,0,0,1,1,9999,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010-12-28,17012,0,34.2644416489,"Jojutla",55115,884,917.652,78.4441,"PRI",0,104.521086146328,1,41.7,4.3,0.422
"2291",2286,1293602410,29,12,2010,28,12,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,36,1113,3,0,1,0,0,1443,0,0,0,0,0,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2010-12-29,28012,0,123.880157487,"Gonz<e1>lez",43435,1229,114.949,128.649,"PRI",0,18.6254532877364,0,65.9,16.6,0.44
"2292",2287,1293602410,29,12,2010,28,22,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1443,0,1,0,0,0,0,0,9999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010-12-29,28022,0,288.288952753,"Matamoros",489193,55,2.9113,8.35631,"PRI",0,16.2142540157481,1,37,4.6,0.419
"2293",2288,1293688810,30,12,2010,2,4,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1444,0,0,0,0,0,1,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-12-30,2004,0,138.36065646,"Tijuana",1559683,1283,375.162,222.34,"PRI",0,51.1234879138975,1,32.8,3.5,0.438
"2294",2289,1293775210,31,12,2010,9,7,0,3,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1445,0,0,0,0,0,0,1,9999,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010-12-31,9007,0,13.3171172839,"Iztapalapa",1815786,514,2262.49,54.5463,"PRD",0,155.594783445556,1,37.4,3.2,0.409
"2295",2290,1293775210,31,12,2010,2,4,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1445,0,0,0,0,0,0,0,9999,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010-12-31,2004,0,138.36065646,"Tijuana",1559683,1283,375.162,222.34,"PRI",0,51.1234879138975,1,32.8,3.5,0.438
"2296",2291,1293775210,31,12,2010,19,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,37,1,0,0,0,0,1445,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2010-12-31,19015,0,113.679812357,"Dr. Coss",1716,99,108.165,15.6921,"PAN",1,13.7627787629016,1,39.3,3.5,0.371
"2297",2292,1293861610,1,1,2011,14,98,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1446,0,1,0,0,0,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-01-01,14098,0,5.54110545925,"Tlaquepaque",608114,351,1574.19,46.1142,"PRI",0,134.852320064219,NA,36.2,4.6,0.404
"2298",2293,1293861610,1,1,2011,28,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1446,0,0,0,1,0,1,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-01-01,28009,0,211.324006258,"Ciudad Madero",197216,41,9.91645,7.48637,"PRI",0,131.609903890387,NA,26.7,4.7,0.453
"2299",2294,1293861610,1,1,2011,25,1,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1446,0,1,0,0,0,0,1,9999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2011-01-01,25001,0,190.678327638,"Ahome",416299,625,15.993,40.5751,"PAN-PRD",1,20.1643189413283,NA,30.6,3.2,0.43
"2300",2295,1293861610,1,1,2011,12,22,0,7,0,0,0,0,0,0,0,0,7,0,15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,1446,0,1,0,0,0,1,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-01-01,12022,0,154.613559453,"Coyuca de Catal<e1>n",42069,2654,1103.06,645.526,"PRD",0,17.8056546231338,NA,74.5,41,0.469
"2301",2296,1293948010,2,1,2011,26,48,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,5,3,10,263,0,0,0,0,0,1447,0,1,0,0,0,0,0,9999,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2011-01-02,26048,0,341.69007542,"Puerto Pe<U+00061CE3>o",57342,1192,169.007,164.734,"PAN",1,6.00412375265774,NA,43.7,7.3,0.412
"2302",2297,1294034410,3,1,2011,16,6,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1448,0,0,0,0,0,0,0,9999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2011-01-03,16006,0,140.280112975,"Apatzing<e1>n",123649,1928,543.906,359.028,"PAN",1,15.0190920862881,NA,58.4,13.1,0.391
"2303",2298,1294034410,3,1,2011,12,55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1448,0,0,0,0,0,0,0,9999,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2011-01-03,12055,0,111.865577731,"Taxco de Alarc<f3>n",104053,1918,1638.6,418.659,"PRI",0,41.6101608693166,NA,59.2,17.6,0.437
"2304",2299,1294034410,3,1,2011,5,28,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8,0,58,1812,0,0,1,0,0,1448,0,0,0,0,0,1,1,7,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2011-01-03,5028,0,269.181828056,"Sabinas",60847,292,402.976,54.8554,"PRI",0,9.9365437768835,NA,23.7,2,0.411
"2305",2300,1294034410,3,1,2011,19,6,5,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,2,0,8,268,2,0,0,0,0,1448,0,1,0,0,0,0,1,7,2,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2011-01-03,19006,0,17.5520597344,"Apodaca",523370,123,420.449,25.7097,"PRI",0,104.398561277405,NA,18,1.1,0.395
"2306",2301,1294120810,4,1,2011,28,3,0,2,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1449,0,1,0,0,0,0,0,9999,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2011-01-04,28003,0,192.427927638,"Altamira",212001,289,28.4377,27.3346,"PRI",0,33.7660916752717,NA,47.6,7.2,0.408
"2307",2302,1294120810,4,1,2011,30,45,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,1,1,0,1449,0,1,0,0,0,1,1,9999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2011-01-04,30045,0,175.460492971,"Cosamaloapan de Carpio",57366,51,8.97423,4.88506,"PAN",1,60.7365963206888,NA,47.7,8,0.46
"2308",2303,1294120810,4,1,2011,24,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1449,0,0,0,0,0,1,0,9999,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2011-01-04,24028,1,0,"San Luis Potos<ed>",772604,1229,1926.87,209.088,"PRI",0,41.3078792934623,NA,28.9,2.9,0.455
"2309",2304,1294120810,4,1,2011,28,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,270,1,0,1,0,0,1449,0,0,0,0,0,1,0,9999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2011-01-04,28032,0,275.38301462,"Reynosa",608891,207,82.5907,37.1785,"PRI",0,21.9021735871254,NA,33.7,3.5,0.409
"2310",2305,1294207210,5,1,2011,14,120,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1450,0,0,0,0,0,0,0,9999,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2011-01-05,14120,0,6.84238357924,"Zapopan",1243756,1580,1566.07,226.312,"PRI",0,38.6722418607977,NA,22.8,2.2,0.465
"2311",2306,1294207210,5,1,2011,19,49,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1450,0,0,0,0,0,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-01-05,19049,0,30.5234038082,"Santiago",40469,3082,1443.7,751.707,"PAN",1,25.6416291929028,NA,19.5,1.6,0.424
"2312",2307,1294207210,5,1,2011,8,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1450,0,0,0,0,0,1,1,9999,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2011-01-05,8037,0,346.779154561,"Ju<e1>rez",1332131,748,1254.52,81.1265,"PRI",0,19.8967400687586,NA,37.7,4.8,0.419
"2313",2308,1294207210,5,1,2011,19,48,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1450,0,1,0,0,0,0,0,9999,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2011-01-05,19048,0,14.7837550567,"Santa Catarina",268955,2659,1635.1,574.083,"PAN",1,27.5964939373285,NA,25.4,2.1,0.392
"2314",2309,1294207210,5,1,2011,19,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1450,0,0,0,0,0,1,0,9999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2011-01-05,19042,0,67.2177755675,"Los Ramones",5359,550,216.563,43.4044,"PAN",1,20.1276361991488,NA,41.5,4.4,0.421
"2315",2310,1294293610,6,1,2011,10,4,0,5,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,1451,0,1,0,0,0,0,0,9999,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2011-01-06,10004,0,134.530215043,"Cuencam<e9>",33664,1542,1851.46,307.292,"PRD",0,10.4550071264667,NA,55.8,9.9,0.506
"2316",2311,1294293610,6,1,2011,19,25,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,0,1451,0,0,0,0,0,1,1,9999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2011-01-06,19025,0,32.4564936311,"Gral. Zuazua",55213,511,403.745,44.7799,"PRI",0,49.0065899341136,NA,24.4,2.1,0.363
"2317",2312,1294380010,7,1,2011,19,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,200,1,0,0,0,0,1452,0,0,0,0,0,1,1,10,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2011-01-07,19018,0,30.7482189322,"Garc<ed>a",143668,1746,966.459,272.98,"PRI",0,24.9172252266548,NA,35.4,5.4,0.418
"2318",2313,1294380010,7,1,2011,2,4,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1452,0,1,0,0,0,0,0,9999,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2011-01-07,2004,0,138.36065646,"Tijuana",1559683,1283,375.162,222.34,"PRI",0,51.1234879138975,NA,32.8,3.5,0.438
"2319",2314,1294380010,7,1,2011,14,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1452,0,1,0,0,0,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-01-07,14056,0,128.789295049,"Santa Mar<ed>a del Oro",2517,1475,987.4,275.74,"PRI",0,2.44544518838455,NA,90.6,28.2,0.416
"2320",2315,1294380010,7,1,2011,18,17,0,4,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,5,4,0,0,1,0,0,0,0,1452,0,1,0,0,0,1,0,3,8,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2011-01-07,18017,1,0,"Tepic",380249,2312,690.549,390.412,"PRI",0,25.0480682503149,NA,20.6,2,0.448
"2321",2316,1294380010,7,1,2011,25,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,27,2422,10,0,0,0,0,1452,0,0,0,0,0,1,0,7,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2011-01-07,25006,1,0,"Culiac<e1>n",858638,1874,151.844,194.008,"PRI",0,23.1550758980324,NA,29.8,3,0.437
