ID	TIMESTAMP	DIA	MES	AÑO	ESTADO	Municipio	IO	AG	DE	PF	MIF	MAF	PFF	AFIF	PEF	PMF	PMUF	AMPF	DOF	CIF	PL	MIL	MAL	PFL	AFIFL	PEL	PML	PMUL	AMPL	DOL	CIL	ARL	ARC	CARG	CART	VE	AC	AP	DEL	RES	GRA	ARF	TOR	DTRA	PRE	FCRU	ELE	TAX	DRO	VEHICULO	VAL
82	1234245610	10	2	2009	8	37	1	2	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	0	0	0	0	1	1	0	801	0	0	0	0	0	0	0
83	1234245610	10	2	2009	27	4	0	6	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	0	0	0	0	0	1	0	801	0	0	0	0	0	0	0
84	1234332010	11	2	2009	10	33	1	2	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	1	9999	9999	9999	9999	9999	9999	1	9999	9999	9999	9999	9999	9999	9999	9999	0	0	0	0	1	1	0	802	0	0	0	0	0	1	0
85	1234418410	12	2	2009	8	37	0	1	9999	1	9999	9999	9999	1	9999	9999	9999	9999	9999	9999	1	9999	9999	9999	1	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	0	1	0	0	0	1	0	803	0	0	0	0	0	1	1
86	1234418410	12	2	2009	8	37	0	1	9999	1	9999	9999	9999	9999	9999	1	9999	9999	9999	9999	2	9999	9999	9999	9999	9999	9999	9999	9999	9999	2	9999	9999	9999	9999	9999	0	0	0	0	0	1	0	803	0	0	0	0	0	1	1
87	1234418410	12	2	2009	16	52	1	2	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	1	9999	9999	9999	9999	9999	9999	9999	9999	9999	1	9999	9999	9999	9999	9999	0	0	0	0	1	1	0	803	0	0	0	0	0	0	1
88	1234418410	12	2	2009	19	39	1	2	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	0	0	0	0	1	1	0	803	0	0	0	0	0	0	0
89	1234418410	12	2	2009	16	102	0	1	1	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	2	9999	9999	9999	9999	9999	9999	1	9999	9999	1	9999	9999	9999	9999	9999	0	1	0	0	1	1	0	803	0	0	0	1	0	0	0
90	1234677610	15	2	2009	16	6	1	2	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	1	9999	9999	9999	9999	1	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	0	0	0	0	0	1	0	806	0	0	0	0	0	0	1
91	1234677610	15	2	2009	16	102	0	1	2	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	0	0	0	0	1	1	0	806	0	0	0	0	0	1	0
92	1234764010	16	2	2009	30	102	0	1	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	2	9999	9999	9999	9999	9999	9999	9999	9999	2	9999	9999	9999	9999	9999	9999	0	0	0	0	0	1	0	807	0	0	0	0	0	0	0
93	1234850410	17	2	2009	8	37	0	3	9999	4	9999	9999	9999	9999	9999	9999	4	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	0	0	0	0	0	1	0	808	0	0	0	0	0	1	0
94	1234936810	18	2	2009	8	11	0	1	9999	1	9999	9999	9999	9999	9999	9999	1	9999	9999	9999	1	9999	9999	9999	9999	9999	9999	1	9999	9999	9999	9999	9999	9999	9999	9999	0	0	0	0	0	1	0	809	0	0	0	0	0	0	1
95	1234936810	18	2	2009	10	7	1	2	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	8	8	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	0	0	0	0	1	1	0	809	0	0	0	0	0	0	0
