"","muncode","year","name1","name2","lastn1","lastn2","party_mixed","fed_party"
"5117",14104,"2006","MARIO","HARVEY ","CHAVEZ ","BOJORQUEZ ","PRI",0
"5118",14104,"2007","SALVADOR","LUNA","JARA","BOJORQUEZ ","PAN",1
"5119",14104,"2008","SALVADOR","LUNA","JARA","BOJORQUEZ ","PAN",1
"5120",14104,"2009","LUZ","ELENA","CARDENAS","SALAZAR","PAN",1
"5121",14104,"2010","LUZ","ELENA","CARDENAS","SALAZAR","PAN",1
"5122",14104,"2011","LUZ","ELENA","CARDENAS","SALAZAR","PAN",1
"5123",14104,"2012","MIGUEL","ANGEL","SANCHEZ","SANCHEZ","PRI",0
"5124",14104,"2013","MIGUEL","ANGEL","SANCHEZ","SANCHEZ","PRI",1
"5125",14105,"2006","GUILLERMO","EDUARDO ","PEREZ ","GODINA ","PRI",0
"5126",14105,"2007","JOSE","DAVID","MACIAS","TRUJILLO","PAN",1
"5127",14105,"2008","JOSE","DAVID","MACIAS","TRUJILLO","PAN",1
"5128",14105,"2009","MARIA","DEJESUS","SALAZAR","QUEZADA","PRI",0
"5129",14105,"2010","MARIA","DEJESUS","SALAZAR","QUEZADA","PRI",0
"5130",14105,"2011","MARIA","DEJESUS","SALAZAR","QUEZADA","PRI",0
"5131",14105,"2012","FRANCISCO","JAVIER","RODRIGUEZ","LOMELI","PRI",0
"5132",14105,"2013","FRANCISCO","JAVIER","RODRIGUEZ","LOMELI","PRI",1
"5133",14106,"2006","JUAN","GUADALUPE ","ACEVES ","DELGADO ","PRI",0
"5134",14106,"2007","RAMON","REYNAGA","ARAIZA","DELGADO ","PAN",1
"5135",14106,"2008","RAMON","REYNAGA","ARAIZA","DELGADO ","PAN",1
"5136",14106,"2009","SERGIO","RENE","ARAIZA","GUTIERREZ","PRI",0
"5137",14106,"2010","SERGIO","RENE","ARAIZA","GUTIERREZ","PRI",0
"5138",14106,"2011","SERGIO","RENE","ARAIZA","GUTIERREZ","PRI",0
"5139",14106,"2012","JUAN","FRANCISCO","ZAMORA","ARAIZA","PRI",0
"5140",14106,"2013","JUAN","FRANCISCO","ZAMORA","ARAIZA","PRI",1
"5141",14107,"2006","JOSE","GUADALUPE ","FLETES ","ARAIZA ","PRI",0
"5142",14107,"2007","GONZALO","NAVARRO","HERNANDEZ","ARAIZA ","PAN",1
"5143",14107,"2008","GONZALO","NAVARRO","HERNANDEZ","ARAIZA ","PAN",1
"5144",14107,"2009","MARCO","ANTONIO","BARRERA","TACHIQUIN","PAN",1
"5145",14107,"2010","MARCO","ANTONIO","BARRERA","TACHIQUIN","PAN",1
"5146",14107,"2011","MARCO","ANTONIO","BARRERA","TACHIQUIN","PAN",1
"5147",14107,"2012","REYES","MANCILLA","ACEVES","TACHIQUIN","PRI",0
"5148",14107,"2013","REYES","MANCILLA","ACEVES","TACHIQUIN","PRI",1
"5149",14108,"2006","CUAUHTEMOC","","SOSA ","CARDENAS ","OTHER",0
"5150",14108,"2007","FELIPE","DEJESUS","RUA","VAZQUEZ","OTHER",0
"5151",14108,"2008","FELIPE","DEJESUS","RUA","VAZQUEZ","OTHER",0
"5152",14108,"2009","DOMINGO","MARTINEZ","CORTES","VAZQUEZ","PAN",1
"5153",14108,"2010","DOMINGO","MARTINEZ","CORTES","VAZQUEZ","PAN",1
"5154",14108,"2011","DOMINGO","MARTINEZ","CORTES","VAZQUEZ","PAN",1
"5155",14108,"2012","FELIPE","DEJESUS","RUA","VAZQUEZ","PRI",0
"5156",14108,"2013","FELIPE","DEJESUS","RUA","VAZQUEZ","PRI",1
"5157",14109,"2006","EDWIN","","ROMERO ","CORTES ","OTHER",0
"5158",14109,"2007","JOSE","HERON","GUTIERREZ","REYNOSO","PAN",1
"5159",14109,"2008","JOSE","HERON","GUTIERREZ","REYNOSO","PAN",1
"5160",14109,"2009","JESUS","HURTADO","GONZALEZ","REYNOSO","PAN",1
"5161",14109,"2010","JESUS","HURTADO","GONZALEZ","REYNOSO","PAN",1
"5162",14109,"2011","JESUS","HURTADO","GONZALEZ","REYNOSO","PAN",1
"5163",14109,"2012","JOSE","DEJESUS","HURTADO","TORRES","PAN",1
"5164",14109,"2013","JOSE","DEJESUS","HURTADO","TORRES","PAN",0
"5165",14110,"2006","JULIO","CESAR ","HURTADO ","LUNA ","PAN",1
"5166",14110,"2007","CESAR","EDUARDO","HEREFORD","LARIOS","PRI",0
"5167",14110,"2008","CESAR","EDUARDO","HEREFORD","LARIOS","PRI",0
"5168",14110,"2009","HECTOR","ALEJANDRO","RAMIREZ","MEZA","PAN",1
"5169",14110,"2010","HECTOR","ALEJANDRO","RAMIREZ","MEZA","PAN",1
"5170",14110,"2011","HECTOR","ALEJANDRO","RAMIREZ","MEZA","PAN",1
"5171",14110,"2012","IGNACIO","RAMOS","LOZANO","MEZA","PRI",0
"5172",14110,"2013","IGNACIO","RAMOS","LOZANO","MEZA","PRI",1
"5173",14111,"2006","ERNESTO","","ZERMEÑO ","VALERA ","PRI",0
"5174",14111,"2007","ALVARO","IBARRA","PADILLA","VALERA ","PAN",1
"5175",14111,"2008","ALVARO","IBARRA","PADILLA","VALERA ","PAN",1
"5176",14111,"2009","GABRIEL","CORONADO","CASILLAS","VALERA ","PAN",1
"5177",14111,"2010","GABRIEL","CORONADO","CASILLAS","VALERA ","PAN",1
"5178",14111,"2011","GABRIEL","CORONADO","CASILLAS","VALERA ","PAN",1
"5179",14111,"2012","ALVARO","IBARRA","PADILLA","VALERA ","PAN",1
"5180",14111,"2013","ALVARO","IBARRA","PADILLA","VALERA ","PAN",0
"5181",14112,"2006","BERNARDO","","GONZALEZ ","GUTIERREZ ","PRI",0
"5182",14112,"2007","JOSE","ZEPEDA","CONTRERAS","GUTIERREZ ","PAN",1
"5183",14112,"2008","JOSE","ZEPEDA","CONTRERAS","GUTIERREZ ","PAN",1
"5184",14112,"2009","JOSE","BARRERA","MERCADO","GUTIERREZ ","PRI",0
"5185",14112,"2010","JOSE","BARRERA","MERCADO","GUTIERREZ ","PRI",0
"5186",14112,"2011","JOSE","BARRERA","MERCADO","GUTIERREZ ","PRI",0
"5187",14112,"2012","JOSE","MANUEL","CHAVEZ","RODRIGUEZ","PAN",1
"5188",14112,"2013","JOSE","MANUEL","CHAVEZ","RODRIGUEZ","PAN",0
"5189",14113,"2006","CESAR","DARIO ","MORENO ","NAVA ","PAN",1
"5190",14113,"2007","JUAN","CARLOS","RODRIGUEZ","GOMEZ","PRI",0
"5191",14113,"2008","JUAN","CARLOS","RODRIGUEZ","GOMEZ","PRI",0
"5192",14113,"2009","J.","ISABEL","RAMOS","BEATRIZ","PRD",0
"5193",14113,"2010","J.","ISABEL","RAMOS","BEATRIZ","PRD",0
"5194",14113,"2011","J.","ISABEL","RAMOS","BEATRIZ","PRD",0
"5195",14113,"2012","JUAN","JOSE","GUTIERREZ","CONTRERAS","PRI",0
"5196",14113,"2013","JUAN","JOSE","GUTIERREZ","CONTRERAS","PRI",1
"5197",14114,"2006","CESAR","AUGUSTO ","RODRIGUEZ ","GOMEZ ","PRI",0
"5198",14114,"2007","MIGUEL","REYES","GONZALEZ","GOMEZ ","PRI",0
"5199",14114,"2008","MIGUEL","REYES","GONZALEZ","GOMEZ ","PRI",0
"5200",14114,"2009","JOSE","DEJESUS","ORTIZ","URIBE","OTHER",0
"5201",14114,"2010","JOSE","DEJESUS","ORTIZ","URIBE","OTHER",0
"5202",14114,"2011","JOSE","DEJESUS","ORTIZ","URIBE","OTHER",0
"5203",14114,"2012","JOSE","DEJESUS","URIBE","LOPEZ","PRI",0
"5204",14114,"2013","JOSE","DEJESUS","URIBE","LOPEZ","PRI",1
"5205",14115,"2006","RODOLFO","","RUBALCAVA ","MUÑOZ ","OTHER",0
"5206",14115,"2007","MARIO","GUTIERREZ","JARA","MUÑOZ ","PRI",0
"5207",14115,"2008","MARIO","GUTIERREZ","JARA","MUÑOZ ","PRI",0
"5208",14115,"2009","REGINALDO","RODRIGUEZ","MEDINA","MUÑOZ ","PAN",1
"5209",14115,"2010","REGINALDO","RODRIGUEZ","MEDINA","MUÑOZ ","PAN",1
"5210",14115,"2011","REGINALDO","RODRIGUEZ","MEDINA","MUÑOZ ","PAN",1
"5211",14115,"2012","RODOLFO","RIVAS","VALDES","MUÑOZ ","PRI",0
"5212",14115,"2013","RODOLFO","RIVAS","VALDES","MUÑOZ ","PRI",1
"5213",14116,"2006","ALDO","","GAMBOA ","GUTIERREZ ","PAN",1
"5214",14116,"2007","DESIDERIO","TINAJERO","ROBLES","GUTIERREZ ","PAN",1
"5215",14116,"2008","DESIDERIO","TINAJERO","ROBLES","GUTIERREZ ","PAN",1
"5216",14116,"2009","MIGUEL","ARNULFO","DIAZ","DELEON LUEVANO","PRI",0
"5217",14116,"2010","MIGUEL","ARNULFO","DIAZ","DELEON LUEVANO","PRI",0
"5218",14116,"2011","MIGUEL","ARNULFO","DIAZ","DELEON LUEVANO","PRI",0
"5219",14116,"2012","PABLO","RODRIGUEZ","AVELAR","DELEON LUEVANO","PAN",1
"5220",14116,"2013","PABLO","RODRIGUEZ","AVELAR","DELEON LUEVANO","PAN",0
"5221",14117,"2006","EFRAIN","","LOPEZ ","SOTO ","PRI",0
"5222",14117,"2007","JOSE","DEJESUS","SAINZ","MUÑOZ","PAN",1
"5223",14117,"2008","JOSE","DEJESUS","SAINZ","MUÑOZ","PAN",1
"5224",14117,"2009","CARLOS","GONZALEZ","PADILLA","MUÑOZ","PRI",0
"5225",14117,"2010","CARLOS","GONZALEZ","PADILLA","MUÑOZ","PRI",0
"5226",14117,"2011","CARLOS","GONZALEZ","PADILLA","MUÑOZ","PRI",0
"5227",14117,"2012","JUAN","GABRIEL","RAMIREZ","BECERRA","PRI",0
"5228",14117,"2013","JUAN","GABRIEL","RAMIREZ","BECERRA","PRI",1
"5229",14118,"2006","JAIME","GUSTAVO ","CASILLAS ","VAZQUEZ ","PRI",0
"5230",14118,"2007","ELIAS","OCTAVIO","IÑIGUEZ","MEJIA","PAN",1
"5231",14118,"2008","ELIAS","OCTAVIO","IÑIGUEZ","MEJIA","PAN",1
"5232",14118,"2009","ANASTACIO","MERCADO","MARTINEZ","MEJIA","PAN",1
"5233",14118,"2010","ANASTACIO","MERCADO","MARTINEZ","MEJIA","PAN",1
"5234",14118,"2011","ANASTACIO","MERCADO","MARTINEZ","MEJIA","PAN",1
"5235",14118,"2012","JOSE","LUIS","IÑIGUEZ","GAMEZ","PAN",1
"5236",14118,"2013","JOSE","LUIS","IÑIGUEZ","GAMEZ","PAN",0
"5237",14119,"2006","ALEJANDRO","","MACIAS ","VELASCO ","PRI",0
"5238",14119,"2007","JAVIER","JIMENEZ","ALVAREZ","VELASCO ","PRI",0
"5239",14119,"2008","JAVIER","JIMENEZ","ALVAREZ","VELASCO ","PRI",0
"5240",14119,"2009","SIMON","FERNANDO","LLAMAS","BAÑUELOS","PAN",1
"5241",14119,"2010","SIMON","FERNANDO","LLAMAS","BAÑUELOS","PAN",1
"5242",14119,"2011","SIMON","FERNANDO","LLAMAS","BAÑUELOS","PAN",1
"5243",14119,"2012","JAVIER","JIMENEZ","ALVAREZ","BAÑUELOS","PRI",0
"5244",14119,"2013","JAVIER","JIMENEZ","ALVAREZ","BAÑUELOS","PRI",1
"5245",14120,"2006","LUIS","FERNANDO ","SOLORZANO ","MADRIGAL ","OTHER",0
"5246",14120,"2007","JUAN","SANCHEZ","ALDANA","RAMIREZ","PAN",1
"5247",14120,"2008","JUAN","SANCHEZ","ALDANA","RAMIREZ","PAN",1
"5248",14120,"2009","HECTOR","VIELMA","ORDOÑEZ","RAMIREZ","PRI",0
"5249",14120,"2010","HECTOR","VIELMA","ORDOÑEZ","RAMIREZ","PRI",0
"5250",14120,"2011","HECTOR","VIELMA","ORDOÑEZ","RAMIREZ","PRI",0
"5251",14120,"2012","HECTOR","ROBLES","PEIRO","RAMIREZ","PRI",0
"5252",14120,"2013","HECTOR","ROBLES","PEIRO","RAMIREZ","PRI",1
"5253",14121,"2006","JESUS","PABLO ","LEMUS ","NAVARRO ","OTHER",0
"5254",14121,"2007","JESUS","ROBERTO","CAMPOS","FERNANDEZ","PAN",1
"5255",14121,"2008","JESUS","ROBERTO","CAMPOS","FERNANDEZ","PAN",1
"5256",14121,"2009","FEDERICO","SANCHEZ","PEREZ","FERNANDEZ","PAN",1
"5257",14121,"2010","FEDERICO","SANCHEZ","PEREZ","FERNANDEZ","PAN",1
"5258",14121,"2011","FEDERICO","SANCHEZ","PEREZ","FERNANDEZ","PAN",1
"5259",14121,"2012","RAMIRO","JR","FARIAS","MARTINEZ","PRI",0
"5260",14121,"2013","RAMIRO","JR","FARIAS","MARTINEZ","PRI",1
"5261",14122,"2006","RENE","","SANTIAGO ","MACIAS ","PAN-PRD",1
"5262",14122,"2007","ALFONSO","ARIAS","VELASCO","MACIAS ","PRI",0
"5263",14122,"2008","ALFONSO","ARIAS","VELASCO","MACIAS ","PRI",0
"5264",14122,"2009","MARIO","GALVEZ","BARRETO","MACIAS ","PAN",1
"5265",14122,"2010","MARIO","GALVEZ","BARRETO","MACIAS ","PAN",1
"5266",14122,"2011","MARIO","GALVEZ","BARRETO","MACIAS ","PAN",1
"5267",14122,"2012","JOSE","MARIA","VELASCO","DELACRUZ","PRI",0
"5268",14122,"2013","JOSE","MARIA","VELASCO","DELACRUZ","PRI",1
"5269",14123,"2006","ALFONSO","","ARIAS ","VELASCO ","PRI",0
"5270",14123,"2007","DANIEL","NAPOLES","HERRERA","VELASCO ","PRI",0
"5271",14123,"2008","DANIEL","NAPOLES","HERRERA","VELASCO ","PRI",0
"5272",14123,"2009","CARLOS","OMAR","GODINEZ","NAPOLES","PAN",1
"5273",14123,"2010","CARLOS","OMAR","GODINEZ","NAPOLES","PAN",1
"5274",14123,"2011","CARLOS","OMAR","GODINEZ","NAPOLES","PAN",1
"5275",14123,"2012","J.","JESUS","CUEVAS","GARCIA","PRI",0
"5276",14123,"2013","J.","JESUS","CUEVAS","GARCIA","PRI",1
"5277",14124,"2006","CELSO","","FLORES ","HERNANDEZ ","PRD",0
"5278",14124,"2007","HECTOR","ALVAREZ","CONTRERAS","HERNANDEZ ","PAN",1
"5279",14124,"2008","HECTOR","ALVAREZ","CONTRERAS","HERNANDEZ ","PAN",1
"5280",14124,"2009","JUAN","JOSE","JIMENEZ","PARRA","PAN",1
"5281",14124,"2010","JUAN","JOSE","JIMENEZ","PARRA","PAN",1
"5282",14124,"2011","JUAN","JOSE","JIMENEZ","PARRA","PAN",1
"5283",14124,"2012","FRANCISCO","JAVIER","PULIDO","ALVAREZ","PRI",0
"5284",14124,"2013","FRANCISCO","JAVIER","PULIDO","ALVAREZ","PRI",1
"5285",14125,"2006","HECTOR","","ALVAREZ ","CONTRERAS ","OTHER",0
"5286",14125,"2007","BENJAMIN","OROZCO","VASQUEZ","CONTRERAS ","PAN",1
"5287",14125,"2008","BENJAMIN","OROZCO","VASQUEZ","CONTRERAS ","PAN",1
"5288",14125,"2009","ARTURO","OROZCO","AGUILAR","CONTRERAS ","PAN",1
"5289",14125,"2010","ARTURO","OROZCO","AGUILAR","CONTRERAS ","PAN",1
"5290",14125,"2011","ARTURO","OROZCO","AGUILAR","CONTRERAS ","PAN",1
"5291",14125,"2012","ALBERTO","OROZCO","OROZCO","CONTRERAS ","PRI",0
"5292",14125,"2013","ALBERTO","OROZCO","OROZCO","CONTRERAS ","PRI",1
"5293",15001,"2006","ARIEL","PEÑA","COLIN","OROZCO ","PRI",0
"5294",15001,"2007","ARIEL","PEÑA","COLIN","OROZCO ","PRI",0
"5295",15001,"2008","ARIEL","PEÑA","COLIN","OROZCO ","PRI",0
"5296",15001,"2009","SALVADOR","NAVARRETE","CRUZ","OROZCO ","PRI",0
"5297",15001,"2010","SALVADOR","NAVARRETE","CRUZ","OROZCO ","PRI",0
"5298",15001,"2011","SALVADOR","NAVARRETE","CRUZ","OROZCO ","PRI",0
"5299",15001,"2012","SALVADOR","NAVARRETE","CRUZ","OROZCO ","PRI",0
"5300",15001,"2013","IRINEO","RUIZ","GONZALEZ","OROZCO ","PRI",1
"5301",15002,"2006","DARIO","ZACARIAS","CAPUCHINO","MERCADO ","PRI",0
"5302",15002,"2007","DARIO","ZACARIAS","CAPUCHINO","MERCADO ","PRI",0
"5303",15002,"2008","DARIO","ZACARIAS","CAPUCHINO","MERCADO ","PRI",0
"5304",15002,"2009","ROBERTO","SANCHEZ","CAMPOS","MERCADO ","PRI",0
"5305",15002,"2010","ROBERTO","SANCHEZ","CAMPOS","MERCADO ","PRI",0
"5306",15002,"2011","ROBERTO","SANCHEZ","CAMPOS","MERCADO ","PRI",0
"5307",15002,"2012","ROBERTO","SANCHEZ","CAMPOS","MERCADO ","PRI",0
"5308",15002,"2013","VICENTE","ANAYA","AGUILAR","MERCADO ","PRI",1
"5309",15003,"2006","FRANCISCO","JAVIER","VENANCIO","RAMIREZ","PRI",0
"5310",15003,"2007","FRANCISCO","JAVIER","VENANCIO","RAMIREZ","PRI",0
"5311",15003,"2008","FRANCISCO","JAVIER","VENANCIO","RAMIREZ","PRI",0
"5312",15003,"2009","MARCOS","JAVIER","SOSA","ALCANTARA","PRI",0
"5313",15003,"2010","MARCOS","JAVIER","SOSA","ALCANTARA","PRI",0
"5314",15003,"2011","MARCOS","JAVIER","SOSA","ALCANTARA","PRI",0
"5315",15003,"2012","MARCOS","JAVIER","SOSA","ALCANTARA","PRI",0
"5316",15003,"2013","SALVADOR","DELRIO","MARTINEZ","ALCANTARA","PRI",1
"5317",15004,"2006","GABRIEL","VAZQUEZ","MONDRAGON","LEDEZMA ","PRI",0
"5318",15004,"2007","GABRIEL","VAZQUEZ","MONDRAGON","LEDEZMA ","PRI",0
"5319",15004,"2008","GABRIEL","VAZQUEZ","MONDRAGON","LEDEZMA ","PRI",0
"5320",15004,"2009","FRANCISCO","RODRIGUEZ","POSADA","LEDEZMA ","PAN",1
"5321",15004,"2010","FRANCISCO","RODRIGUEZ","POSADA","LEDEZMA ","PAN",1
"5322",15004,"2011","FRANCISCO","RODRIGUEZ","POSADA","LEDEZMA ","PAN",1
"5323",15004,"2012","FRANCISCO","RODRIGUEZ","POSADA","LEDEZMA ","PAN",1
"5324",15004,"2013","ARTEMIO","GOMEZ","CRUZ","LEDEZMA ","PRI",1
"5325",15005,"2006","JORGE","ALVAREZ","COLIN","LOPEZ ","PRI",0
"5326",15005,"2007","JORGE","ALVAREZ","COLIN","LOPEZ ","PRI",0
"5327",15005,"2008","JORGE","ALVAREZ","COLIN","LOPEZ ","PRI",0
"5328",15005,"2009","BLANCA","ESTELA","GOMEZ","CARMONA","PRI",0
"5329",15005,"2010","BLANCA","ESTELA","GOMEZ","CARMONA","PRI",0
"5330",15005,"2011","BLANCA","ESTELA","GOMEZ","CARMONA","PRI",0
"5331",15005,"2012","BLANCA","ESTELA","GOMEZ","CARMONA","PRI",0
"5332",15005,"2013","VICENTE","ESTRADA","INIESTA","CARMONA","PRI",1
"5333",15006,"2006","JACOB","VAZQUEZ","CASTILLO","GOMEZ ","PRI",0
"5334",15006,"2007","JACOB","VAZQUEZ","CASTILLO","GOMEZ ","PRI",0
"5335",15006,"2008","JACOB","VAZQUEZ","CASTILLO","GOMEZ ","PRI",0
"5336",15006,"2009","APOLONIO","FONSECA","CASTAÑEDA","GOMEZ ","OTHER",0
"5337",15006,"2010","APOLONIO","FONSECA","CASTAÑEDA","GOMEZ ","OTHER",0
"5338",15006,"2011","APOLONIO","FONSECA","CASTAÑEDA","GOMEZ ","OTHER",0
"5339",15006,"2012","APOLONIO","FONSECA","CASTAÑEDA","GOMEZ ","OTHER",0
"5340",15006,"2013","JUAN","CARLOS","GUTIERREZ","BOBADILLA","PRI",1
"5341",15007,"2006","RAUL","BUSTAMANTE","QUINTERO","ARCADIO ","OTHER",0
"5342",15007,"2007","RAUL","BUSTAMANTE","QUINTERO","ARCADIO ","OTHER",0
"5343",15007,"2008","RAUL","BUSTAMANTE","QUINTERO","ARCADIO ","OTHER",0
"5344",15007,"2009","GERARDO","COLIN","GUADARRAMA","ARCADIO ","PRI",0
"5345",15007,"2010","GERARDO","COLIN","GUADARRAMA","ARCADIO ","PRI",0
"5346",15007,"2011","GERARDO","COLIN","GUADARRAMA","ARCADIO ","PRI",0
"5347",15007,"2012","GERARDO","COLIN","GUADARRAMA","ARCADIO ","PRI",0
"5348",15007,"2013","RAFAEL","MERCADO","SANCHEZ","ARCADIO ","PRI",1
"5349",15008,"2006","RAMON","BENITEZ","BENITEZ","BUSTAMANTE ","PRI",0
"5350",15008,"2007","RAMON","BENITEZ","BENITEZ","BUSTAMANTE ","PRI",0
"5351",15008,"2008","RAMON","BENITEZ","BENITEZ","BUSTAMANTE ","PRI",0
"5352",15008,"2009","EPIMACO","CASIQUE","VENCES","BUSTAMANTE ","PRI",0
"5353",15008,"2010","EPIMACO","CASIQUE","VENCES","BUSTAMANTE ","PRI",0
"5354",15008,"2011","EPIMACO","CASIQUE","VENCES","BUSTAMANTE ","PRI",0
"5355",15008,"2012","EPIMACO","CASIQUE","VENCES","BUSTAMANTE ","PRI",0
"5356",15008,"2013","ALFREDO","VENCES","JAIMES","BUSTAMANTE ","PRI",1
"5357",15009,"2006","JUAN","MANUEL","GUERRERO","GUTIERREZ","PRD",0
"5358",15009,"2007","JUAN","MANUEL","GUERRERO","GUTIERREZ","PRD",0
"5359",15009,"2008","JUAN","MANUEL","GUERRERO","GUTIERREZ","PRD",0
"5360",15009,"2009","JUAN","DEMETRIO","SANCHEZ","GRANADOS","PRI",0
"5361",15009,"2010","JUAN","DEMETRIO","SANCHEZ","GRANADOS","PRI",0
"5362",15009,"2011","JUAN","DEMETRIO","SANCHEZ","GRANADOS","PRI",0
"5363",15009,"2012","JUAN","DEMETRIO","SANCHEZ","GRANADOS","PRI",0
"5364",15009,"2013","CARLOS","SANTOS","AMADOR","GRANADOS","PRI",1
"5365",15010,"2006","DANIEL","PARRA","ANGELES","LOPEZ ","PAN",1
"5366",15010,"2007","DANIEL","PARRA","ANGELES","LOPEZ ","PAN",1
"5367",15010,"2008","DANIEL","PARRA","ANGELES","LOPEZ ","PAN",1
"5368",15010,"2009","IGNACIO","CRUZ","GARCIA","LOPEZ ","PAN",1
"5369",15010,"2010","IGNACIO","CRUZ","GARCIA","LOPEZ ","PAN",1
"5370",15010,"2011","IGNACIO","CRUZ","GARCIA","LOPEZ ","PAN",1
"5371",15010,"2012","IGNACIO","CRUZ","GARCIA","LOPEZ ","PAN",1
"5372",15010,"2013","DANIEL","PARRA","ANGELES","LOPEZ ","PAN",0
"5373",15011,"2006","RUFINO","SAUL","NOPALTITLA","SALES","PRD",0
"5374",15011,"2007","RUFINO","SAUL","NOPALTITLA","SALES","PRD",0
"5375",15011,"2008","RUFINO","SAUL","NOPALTITLA","SALES","PRD",0
"5376",15011,"2009","MARIO","AYALA","PINEDA","SALES","PRI",0
"5377",15011,"2010","MARIO","AYALA","PINEDA","SALES","PRI",0
"5378",15011,"2011","MARIO","AYALA","PINEDA","SALES","PRI",0
"5379",15011,"2012","MARIO","AYALA","PINEDA","SALES","PRI",0
"5380",15011,"2013","IDELFONSO","|","SILVA","VEGA","PRI",1
"5381",15012,"2006","FRANCISCO","JAVIER","LOPEZ","VILLA","PRI",0
"5382",15012,"2007","FRANCISCO","JAVIER","LOPEZ","VILLA","PRI",0
"5383",15012,"2008","FRANCISCO","JAVIER","LOPEZ","VILLA","PRI",0
"5384",15012,"2009","MATIAS","FLORES","AVILA","VILLA","PRI",0
"5385",15012,"2010","MATIAS","FLORES","AVILA","VILLA","PRI",0
"5386",15012,"2011","MATIAS","FLORES","AVILA","VILLA","PRI",0
"5387",15012,"2012","MATIAS","FLORES","AVILA","VILLA","PRI",0
"5388",15012,"2013","PAUL","REYES","GUTIERREZ","VILLA","PRI",1
"5389",15013,"2006","GONZALO","ALARCON","BARCENA","ARCADIO ","PAN",1
"5390",15013,"2007","GONZALO","ALARCON","BARCENA","ARCADIO ","PAN",1
"5391",15013,"2008","GONZALO","ALARCON","BARCENA","ARCADIO ","PAN",1
"5392",15013,"2009","JESUS","DAVID","CASTAÑEDA","DELGADO","PRI",0
"5393",15013,"2010","JESUS","DAVID","CASTAÑEDA","DELGADO","PRI",0
"5394",15013,"2011","JESUS","DAVID","CASTAÑEDA","DELGADO","PRI",0
"5395",15013,"2012","JESUS","DAVID","CASTAÑEDA","DELGADO","PRI",0
"5396",15013,"2013","PEDRO","DAVID","RODRIGUEZ","VILLEGAS","PAN",0
"5397",15014,"2006","LUCAS","ROGELIO","CABALLERO","MERAZ","PRI",0
"5398",15014,"2007","LUCAS","ROGELIO","CABALLERO","MERAZ","PRI",0
"5399",15014,"2008","LUCAS","ROGELIO","CABALLERO","MERAZ","PRI",0
"5400",15014,"2009","FIDELALMANZA","MONROY","CABALLERO","MERAZ","PRI",0
"5401",15014,"2010","FIDELALMANZA","MONROY","CABALLERO","MERAZ","PRI",0
"5402",15014,"2011","FIDELALMANZA","MONROY","CABALLERO","MERAZ","PRI",0
"5403",15014,"2012","FIDELALMANZA","MONROY","CABALLERO","MERAZ","PRI",0
"5404",15014,"2013","ARTURO","NEMECIO","VELEZ","ESCAMILLA","PRI",1
"5405",15015,"2006","RAUL","NAVARRO","RIVERA","VELASCO ","PAN",1
"5406",15015,"2007","RAUL","NAVARRO","RIVERA","VELASCO ","PAN",1
"5407",15015,"2008","RAUL","NAVARRO","RIVERA","VELASCO ","PAN",1
"5408",15015,"2009","MARIA","DELCARMEN","CARREÑO","GARCIA","OTHER",0
"5409",15015,"2010","MARIA","DELCARMEN","CARREÑO","GARCIA","OTHER",0
"5410",15015,"2011","MARIA","DELCARMEN","CARREÑO","GARCIA","OTHER",0
"5411",15015,"2012","MARIA","DELCARMEN","CARREÑO","GARCIA","OTHER",0
"5412",15015,"2013","RAUL","NAVARRO","RIVERA","GARCIA","PAN",0
"5413",15016,"2006","FELIPE","BORJA","TEXOCOTITLA","MARIN ","PRI",0
"5414",15016,"2007","FELIPE","BORJA","TEXOCOTITLA","MARIN ","PRI",0
"5415",15016,"2008","FELIPE","BORJA","TEXOCOTITLA","MARIN ","PRI",0
"5416",15016,"2009","FLORENCIO","AMAYO","PEREZ","MARIN ","PAN",1
"5417",15016,"2010","FLORENCIO","AMAYO","PEREZ","MARIN ","PAN",1
"5418",15016,"2011","FLORENCIO","AMAYO","PEREZ","MARIN ","PAN",1
"5419",15016,"2012","FLORENCIO","AMAYO","PEREZ","MARIN ","PAN",1
"5420",15016,"2013","GILBERTO","RAMIREZ","AVILA","MARIN ","PRI",1
"5421",15017,"2006","GABRIEL","ROSAS","SILVA","TEXOCOTITLA ","PRD",0
"5422",15017,"2007","GABRIEL","ROSAS","SILVA","TEXOCOTITLA ","PRD",0
"5423",15017,"2008","GABRIEL","ROSAS","SILVA","TEXOCOTITLA ","PRD",0
"5424",15017,"2009","JULIAN","EDGARDO","FAUSTINOS","RAMIREZ","PRI",0
"5425",15017,"2010","JULIAN","EDGARDO","FAUSTINOS","RAMIREZ","PRI",0
"5426",15017,"2011","JULIAN","EDGARDO","FAUSTINOS","RAMIREZ","PRI",0
"5427",15017,"2012","JULIAN","EDGARDO","FAUSTINOS","RAMIREZ","PRI",0
"5428",15017,"2013","PEDRO","ALFONSO","SANCHEZ","SOLARES","PRI",1
"5429",15018,"2006","OSCAR","HERNANDEZ","MEZA","BUSTOS ","OTHER",0
"5430",15018,"2007","OSCAR","HERNANDEZ","MEZA","BUSTOS ","OTHER",0
"5431",15018,"2008","OSCAR","HERNANDEZ","MEZA","BUSTOS ","OTHER",0
"5432",15018,"2009","IRAD","MERCADO","AVILA","BUSTOS ","PRI",0
