"","muncode","longitud","km","AREA","sqkm","densidad","densidad_r"
"614",14083,107570.033501487,107.570033501487,408680977.824219,408.680977824219,26.3212724199155,1101
"615",14084,58833.3120670671,58.8333120670671,1980933663.36572,1980.93366336572,2.96997891222192,60
"616",14085,111452.544161247,111.452544161247,1354920475.50281,1354.92047550281,8.22576277916878,270
"617",14086,75747.9457761772,75.7479457761772,615061322.312012,615.061322312012,12.3155111577234,470
"618",14087,78173.4017685615,78.1734017685615,1294098606.95349,1294.09860695349,6.0407608314017,185
"619",14088,91928.4513539646,91.9284513539646,759290429.647705,759.290429647705,12.1071526473233,460
"620",14089,21659.7138104264,21.6597138104264,78658645.030884,78.658645030884,27.536342384136,1162
"621",14090,21171.1748036551,21.1711748036551,279446503.894653,279.446503894653,7.57611009928265,252
"622",14091,352289.470356988,352.289470356988,924584436.813721,924.584436813721,38.1024659652545,1503
"623",14092,59024.7653200018,59.0247653200018,331974768.022217,331.974768022217,17.7798950419183,747
"624",14093,594797.361377005,594.797361377005,1388030378.17212,1388.03037817212,42.8518979649629,1644
"625",14094,242348.331538237,242.348331538237,1677595996.21289,1677.59599621289,14.4461677355769,582
"626",14095,28798.6653729482,28.7986653729482,217251899.309326,217.251899309326,13.255886583502,517
"627",14096,42117.2802664017,42.1172802664017,192451790.322876,192.451790322876,21.8845874053661,929
"628",14097,310790.919161819,310.790919161819,708214884.957642,708.214884957642,43.8837033452646,1664
"629",14098,158036.597786679,158.036597786679,117192346.19873,117.19234619873,134.852320064219,2360
"630",14099,54046.7992322663,54.0467992322663,509493365.010742,509.493365010742,10.607949571851,392
"631",14100,279117.299115035,279.117299115035,2993470261.1062,2993.4702611062,9.32420484484421,322
"632",14101,135466.699956547,135.466699956547,164880868.557861,164.880868557861,82.1603507680504,2177
"633",14102,33339.3010213073,33.3393010213073,291578889.33667,291.57888933667,11.4340585826199,428
"634",14103,61237.1128361186,61.2371128361186,145021094.920898,145.021094920898,42.2263484284962,1623
"635",14104,187022.818226395,187.022818226395,581097390.789062,581.097390789062,32.1844188583329,1317
"636",14105,116258.640835386,116.258640835386,333795549.811523,333.795549811523,34.8292962266966,1395
"637",14106,29578.5534669444,29.5785534669444,427214273.47168,427.21427347168,6.92358736672808,227
"638",14107,31028.1080925602,31.0281080925602,131426312.672974,131.426312672974,23.6087488582039,996
"639",14108,123324.444075641,123.324444075641,721143916.658691,721.143916658691,17.1012250435455,713
"640",14109,258911.638020101,258.911638020101,722152750.227539,722.152750227539,35.8527524735621,1429
"641",14110,77024.4594304171,77.0244594304171,439877576.396729,439.877576396729,17.5104309843128,735
"642",14111,127553.122196137,127.553122196137,349088650.093018,349.088650093018,36.5388912421383,1462
"643",14112,24035.1588915337,24.0351588915337,193913694.18103,193.91369418103,12.394771288868,472
"644",14113,108688.437331989,108.688437331989,741276194.15564,741.27619415564,14.6623401896498,591
"645",14114,65300.6918041891,65.3006918041891,315664005.051636,315.664005051636,20.6867716176595,881
"646",14115,153912.733777424,153.912733777424,666447727.357422,666.447727357422,23.0944945056252,983
"647",14116,129043.995294565,129.043995294565,448498905.278076,448.498905278076,28.7724214654561,1207
"648",14117,97789.4685177735,97.7894685177735,269341959.428467,269.341959428467,36.3068081650846,1453
"649",14118,115353.964494207,115.353964494207,558187509.38208,558.18750938208,20.665808989869,879
"650",14119,127668.361625769,127.668361625769,475449257.424561,475.449257424561,26.8521529126642,1124
"651",14120,443307.415822958,443.307415822958,1146319412.81982,1146.31941281982,38.6722418607977,1523
"652",14121,67790.2524073292,67.7902524073292,250671118.315796,250.671118315796,27.0435034011086,1134
"653",14122,40325.1754565122,40.3251754565122,303924193.320801,303.924193320801,13.268168952232,518
"654",14123,134663.434561345,134.663434561345,396810687.905029,396.810687905029,33.9364434139373,1377
"655",14124,397181.018709911,397.181018709911,712769837.873779,712.769837873779,55.7236007481347,1887
"656",14125,111669.129760721,111.669129760721,225852243.700684,225.852243700684,49.4434449403624,1782
"657",15001,315571.658984454,315.571658984454,472205969.456055,472.205969456055,66.8292396531896,2032
"658",15002,115024.517492425,115.024517492425,86358045.625488,86.358045625488,133.194905766228,2357
"659",15003,249953.004127288,249.953004127288,449970990.894287,449.970990894287,55.5486929569667,1881
"660",15004,102120.485776438,102.120485776438,170227616.777954,170.227616777954,59.990551303814,1949
"661",15005,530989.545350461,530.989545350461,477436470.601074,477.436470601074,111.21679596072,2300
"662",15006,16987.4167925608,16.9874167925608,9110095.463135,9.110095463135,186.46804373568,2424
"663",15007,86591.0199244529,86.5910199244529,221073670.185791,221.073670185791,39.1684002222795,1535
"664",15008,292747.790644906,292.747790644906,633793244.494019,633.793244494019,46.1897934678394,1710
"665",15009,121247.37642382,121.24737642382,175357986.51123,175.35798651123,69.1427740680947,2062
"666",15010,62668.1863368485,62.6681863368485,75123884.180664,75.123884180664,83.4197898848507,2190
"667",15011,52812.3629600527,52.8123629600527,87117810.490479,87.117810490479,60.6217748847401,1958
"668",15012,14315.0936485426,14.3150936485426,8491692.2146,8.4916922146,168.577631958095,2411
"669",15013,155396.397523533,155.396397523533,92283295.895508,92.283295895508,168.390602021288,2410
"670",15014,266702.717596538,266.702717596538,256029636.769531,256.029636769531,104.168689594562,2274
"671",15015,35223.5920973024,35.2235920973024,166899177.055908,166.899177055908,21.1047128683583,900
"672",15016,212477.204973766,212.477204973766,284619993.225098,284.619993225098,74.6529442876222,2110
"673",15017,39648.0615938237,39.6480615938237,50416738.970703,50.416738970703,78.6406705456754,2143
"674",15018,130918.500277467,130.918500277467,102427860.341797,102.427860341797,127.815322745782,2340
"675",15019,32109.8871730266,32.1098871730266,20850213.137939,20.850213137939,154.002680742863,2390
"676",15020,56325.033338241,56.325033338241,34810056.973633,34.810056973633,161.806782967648,2400
"677",15021,202999.015875175,202.999015875175,285284025.051758,285.284025051758,71.1568114752819,2080
"678",15022,31366.6358809354,31.3666358809354,14700179.979736,14.700179979736,213.375862908984,2438
"679",15023,41480.2807167126,41.4802807167126,39652260.757568,39.652260757568,104.610127957952,2277
"680",15024,85584.8065479335,85.5848065479335,40552989.251953,40.552989251953,211.044384462514,2434
"681",15025,202043.569029193,202.043569029193,224016904.632568,224.016904632568,90.1912154176865,2212
"682",15026,141399.164870656,141.399164870656,290253280.5271,290.2532805271,48.7157852665352,1761
"683",15027,18892.6059567539,18.8926059567539,11932619.351807,11.932619351807,158.327399875476,2398
"684",15028,30021.2469804532,30.0212469804532,20132040.766357,20.132040766357,149.121727543003,2381
"685",15029,68879.7574973765,68.8797574973765,41883468.759033,41.883468759033,164.455713765401,2404
"686",15030,8765.6024007794,8.7656024007794,6795357.804443,6.795357804443,128.993978728364,2343
"687",15031,65323.9516539587,65.3239516539587,54136094.031982,54.136094031982,120.666170735124,2325
"688",15032,148625.978608006,148.625978608006,190550780.686768,190.550780686768,77.9980948240361,2138
"689",15033,275248.628599983,275.248628599983,155231249.914307,155.231249914307,177.315217620118,2420
"690",15034,18826.1901923927,18.8261901923927,52922952.805908,52.922952805908,35.572826522807,1417
"691",15035,127688.402908427,127.688402908427,118950465.44043,118.95046544043,107.345862360138,2289
"692",15036,135288.058494547,135.288058494547,232874591.856201,232.874591856201,58.0948129275033,1917
"693",15037,189079.470952558,189.079470952558,140077922.126465,140.077922126465,134.981635993896,2362
"694",15038,104348.019265354,104.348019265354,79237575.372559,79.237575372559,131.690070998173,2354
"695",15039,209857.362412083,209.857362412083,322191510.978271,322.191510978271,65.1343549601579,2015
"696",15040,139563.885628679,139.563885628679,114626398.791626,114.626398791626,121.7554482213,2328
"697",15041,56514.3142084318,56.5143142084318,98796901.567749,98.796901567749,57.2025167911543,1905
"698",15042,359507.155929184,359.507155929184,333494619.157471,333.494619157471,107.799986949544,2291
"699",15043,72280.8552291439,72.2808552291439,107666711.446289,107.666711446289,67.1338933438143,2035
"700",15044,12745.6503295618,12.7456503295618,4658984.081543,4.658984081543,273.571450481123,2452
"701",15045,517783.6109928,517.7836109928,564308631.809814,564.308631809814,91.7553944429661,2224
"702",15046,45848.6330631354,45.8486330631354,115754348.943359,115.754348943359,39.6085619949969,1550
"703",15047,272001.839255046,272.001839255046,273504296.367188,273.504296367188,99.4506641642934,2260
"704",15048,199334.159420836,199.334159420836,275601400.506104,275.601400506104,72.3269762253697,2091
"705",15049,41650.5195122402,41.6505195122402,45832178.825317,45.832178825317,90.8761498574733,2218
"706",15050,60885.7799500469,60.8857799500469,131835429.148926,131.835429148926,46.1831696859485,1709
"707",15051,300681.049361041,300.681049361041,229515679.550293,229.515679550293,131.006757337968,2348
"708",15052,141649.001529847,141.649001529847,209027608.615845,209.027608615845,67.7656901247777,2049
"709",15053,20503.4520163131,20.5034520163131,13926291.87085,13.92629187085,147.228366362407,2378
"710",15054,177402.994208365,177.402994208365,67000911.195068,67.000911195068,264.776987423156,2451
"711",15055,22808.7114254488,22.8087114254488,11229191.960205,11.229191960205,203.119792646526,2432
"712",15056,139235.103995711,139.235103995711,234287230.777832,234.287230777832,59.4292328836922,1939
"713",15057,244699.595818908,244.699595818908,156997121.569336,156.997121569336,155.862472746572,2394
"714",15058,114103.2386565,114.1032386565,62899627.640869,62.899627640869,181.405268895999,2422
"715",15059,73844.4026442802,73.8444026442802,60642739.126221,60.642739126221,121.769569957223,2329
"716",15060,258285.316822735,258.285316822735,231117172.248779,231.117172248779,111.755138880252,2303
"717",15061,64615.0573076799,64.6150573076799,82069428.833252,82.069428833252,78.7321883754842,2146
"718",15062,115065.089387041,115.065089387041,138560059.850586,138.560059850586,83.0434755232635,2185
"719",15063,126670.83279314,126.67083279314,384027253.854248,384.027253854248,32.9848549866765,1347
"720",15064,148499.233033167,148.499233033167,136571215.742432,136.571215742432,108.733917484655,2293
"721",15065,108861.485992448,108.861485992448,141008425.168945,141.008425168945,77.2021145984851,2131
"722",15066,46292.5498772376,46.2925498772376,156252231.536255,156.252231536255,29.6268087963252,1237
"723",15067,142956.436686799,142.956436686799,111689839.989502,111.689839989502,127.994127935214,2341
"724",15068,61896.7498415974,61.8967498415974,47321139.81665,47.32113981665,130.801477059559,2347
"725",15069,6073.2930088352,6.0732930088352,3142205.957031,3.142205957031,193.28118818073,2428
"726",15070,70446.2125043416,70.4462125043416,36427742.36377,36.42774236377,193.38616102217,2429
"727",15071,159922.909651135,159.922909651135,125729251.710693,125.729251710693,127.196262981921,2338
"728",15072,22831.8257591936,22.8318257591936,22872751.816162,22.872751816162,99.8210706901498,2263
"729",15073,24581.3929467543,24.5813929467543,25176863.262207,25.176863262207,97.6348510564993,2250
"730",15074,361463.071545246,361.463071545246,366331120.400879,366.331120400879,98.6711342322471,2254
"731",15075,62729.442969412,62.729442969412,69483714.130615,69.483714130615,90.2793463969033,2213
"732",15076,39302.8887933746,39.3028887933746,18791581.178467,18.791581178467,209.151579210435,2433
"733",15077,76460.3510038017,76.4603510038017,130162063.286133,130.162063286133,58.7424239240279,1929
"734",15078,33901.1287546212,33.9011287546212,103497924.954346,103.497924954346,32.7553704768239,1338
"735",15079,107128.352206885,107.128352206885,145526768.86792,145.52676886792,73.6141900491965,2101
"736",15080,254112.47291806,254.11247291806,563892119.559692,563.892119559692,45.0640227276949,1681
"737",15081,178803.217966053,178.803217966053,155849296.730225,155.849296730225,114.728280279353,2313
"738",15082,370672.459936906,370.672459936906,665485704.828125,665.485704828125,55.6995375329121,1886
"739",15083,18027.0077375349,18.0270077375349,29085442.95874,29.08544295874,61.9794849372163,1987
"740",15084,124232.749239058,124.232749239058,163505455.198975,163.505455198975,75.9807977586286,2122
"741",15085,218635.359667328,218.635359667328,353796639.529297,353.796639529297,61.7969011684814,1985
"742",15086,282419.192382075,282.419192382075,565474348.320557,565.474348320557,49.9437672497174,1792
"743",15087,210031.73610768,210.03173610768,186984789.038574,186.984789038574,112.325573212456,2304
"744",15088,154317.012360021,154.317012360021,163882171.646118,163.882171646118,94.1633923995395,2236
"745",15089,9019.396012452,9.019396012452,37762883.541992,37.762883541992,23.8842883976869,1005
"746",15090,128132.033038726,128.132033038726,207490334.805542,207.490334805542,61.7532537883321,1984
"747",15091,42599.9077978074,42.5999077978074,30843173.878418,30.843173878418,138.117782449153,2365
"748",15092,99609.1447946979,99.6091447946979,82659727.459961,82.659727459961,120.505048656187,2324
"749",15093,118169.604119618,118.169604119618,177413734.510986,177.413734510986,66.6067959424534,2026
"750",15094,35228.8825255822,35.2288825255822,42919758.160156,42.919758160156,82.0808038901917,2175
"751",15095,196662.674571102,196.662674571102,205770186.118896,205.770186118896,95.5739401710353,2246
"752",15096,45102.2123556007,45.1022123556007,121630473.581787,121.630473581787,37.0813423868427,1475
"753",15097,53317.7392019164,53.3177392019164,148539057.824707,148.539057824707,35.8947605988166,1432
"754",15098,5372.0023805902,5.3720023805902,24605041.584961,24.605041584961,21.8329335556728,925
"755",15099,306270.631195889,306.270631195889,425528197.762451,425.528197762451,71.9742270444938,2089
"756",15100,29750.8507935683,29.7508507935683,16400664.463623,16.400664463623,181.400277162894,2421
"757",15101,101673.076058434,101.673076058434,131099661.145508,131.099661145508,77.5540342133966,2136
"758",15102,59745.2638698177,59.7452638698177,165591168.182617,165.591168182617,36.0799821183274,1439
"759",15103,42241.3542169266,42.2413542169266,159328795.84082,159.32879584082,26.5120651882215,1110
"760",15104,174583.281727481,174.583281727481,79860601.57251,79.86060157251,218.610025832283,2440
"761",15105,274704.638755639,274.704638755639,785887166.134033,785.887166134033,34.9547174955124,1398
"762",15106,824685.71012,824.68571012,425728216.841797,425.728216841797,193.711780778312,2430
"763",15107,54735.4800713654,54.7354800713654,89780139.025879,89.780139025879,60.9661342310775,1970
"764",15108,54689.9384290348,54.6899384290348,15529624.91748,15.52962491748,352.165224335047,2455
"765",15109,105484.591296588,105.484591296588,70383133.978271,70.383133978271,149.871972636447,2382
"766",15110,156956.847096219,156.956847096219,398758954.892944,398.758954892944,39.3613347538133,1541
"767",15111,218575.217374823,218.575217374823,307777198.113037,307.777198113037,71.0173523948148,2078
"768",15112,251186.529271918,251.186529271918,301420791.93335,301.42079193335,83.3341746801131,2189
"769",15113,163314.213549066,163.314213549066,228253789.126099,228.253789126099,71.5493986646779,2086
"770",15114,285867.089963538,285.867089963538,422307820.196045,422.307820196045,67.6916401478978,2046
"771",15115,61219.761046421,61.219761046421,53196570.663086,53.196570663086,115.082157145333,2315
"772",15116,13123.1374713219,13.1231374713219,66368262.610596,66.368262610596,19.773212308298,845
"773",15117,145569.067845966,145.569067845966,290976319.067627,290.976319067627,50.0278058064697,1796
"774",15118,246399.525046292,246.399525046292,308345504.013428,308.345504013428,79.9102052208168,2154
"775",15119,61785.4199666231,61.7854199666231,201509818.19812,201.50981819812,30.661245451513,1265
"776",15120,210457.99776581,210.457997765809,222142403.866211,222.142403866211,94.740128000308,2241
"777",15121,231862.909227413,231.862909227413,109374890.829834,109.374890829834,211.9891571715,2435
"778",15122,71105.435072768,71.105435072768,46354145.764648,46.354145764648,153.39606393307,2388
"779",15123,187668.284964261,187.668284964261,699713046.829224,699.713046829224,26.8207497079962,1123
"780",15124,379148.401201862,379.148401201862,485039093.655518,485.039093655518,78.1686272635044,2140
"781",15125,4192.4511173512,4.1924511173512,8984574.580322,8.984574580322,46.6627671668896,1718
"782",16001,90159.914152697,90.159914152697,175278060.304443,175.278060304443,51.4382199324302,1818
"783",16002,102749.210029597,102.749210029597,1391147582.23999,1391.14758223999,7.38593168268695,244
"784",16003,116204.415960667,116.204415960667,158424113.305908,158.424113305908,73.3502075762181,2099
"785",16004,73180.3810965528,73.1803810965528,238507787.024658,238.507787024658,30.6825961573268,1266
"786",16005,36109.8263312611,36.1098263312611,76354147.655518,76.354147655518,47.2925537643029,1728
"787",16006,245233.280014229,245.233280014229,1632810283.10706,1632.81028310706,15.0190920862881,607
"788",16007,14999.8660480587,14.9998660480587,58042793.877686,58.042793877686,25.8427705593704,1080
"789",16008,293791.35139418,293.79135139418,2257642689.10376,2257.64268910376,13.0131908300693,505
"790",16009,218352.092594372,218.352092594372,691609684.035889,691.609684035889,31.5715782520826,1296
"791",16010,266264.155138242,266.264155138242,3424674165.89661,3424.67416589661,7.77487557180587,257
"792",16011,43126.2630596486,43.1262630596486,67181247.141846,67.181247141846,64.1939006708109,2008
"793",16012,160760.314306753,160.760314306753,917516804.461426,917.516804461426,17.5212392323558,736
"794",16013,107921.046909458,107.921046909458,913786930.654541,913.786930654541,11.8103075551929,448
"795",16014,63775.2884083421,63.7752884083421,364491231.82959,364.49123182959,17.4970706670274,730
"796",16015,138555.084947414,138.555084947414,2815558457.28088,2815.55845728088,4.92105161550163,136
"797",16016,141452.745159899,141.452745159899,391048136.857666,391.048136857666,36.1727193732634,1445
"798",16017,199647.596510628,199.647596510628,376199532.198975,376.199532198975,53.0696025440651,1844
"799",16018,86285.2489418781,86.2852489418781,172073710.404053,172.073710404053,50.1443531026723,1797
"800",16019,58151.1303354595,58.1511303354595,501687720.026245,501.687720026245,11.5911010005223,432
"801",16020,61943.9676314004,61.9439676314004,252602011.689697,252.602011689697,24.5223572120613,1027
"802",16021,47905.2950664347,47.9052950664347,232253083.675171,232.253083675171,20.6263332690278,878
"803",16022,103595.932512697,103.595932512697,320978599.121582,320.978599121582,32.2750279290291,1323
"804",16023,38424.422348584,38.424422348584,150969867.61377,150.96986761377,25.4517162635965,1066
"805",16024,46994.6557702042,46.9946557702042,220907930.049438,220.907930049438,21.2734127560233,905
"806",16025,57369.8648843897,57.3698648843897,302580154.69397,302.58015469397,18.960220620686,812
"807",16026,151443.697011938,151.443697011938,1017915120.31409,1017.91512031409,14.877831558805,597
"808",16027,79920.8736233028,79.9208736233028,190973333.243164,190.973333243164,41.8492321760654,1610
"809",16028,112088.024295394,112.088024295394,227724190.842773,227.724190842773,49.2209562280465,1773
"810",16029,99547.6751210701,99.5476751210701,1104780637.26172,1104.78063726172,9.01062815219195,305
"811",16030,96915.3949976846,96.9153949976846,301897730.550049,301.897730550049,32.1020614567415,1313
"812",16031,166194.494215903,166.194494215903,420468449.694824,420.468449694824,39.5260320569894,1547
"813",16032,65571.9930279102,65.5719930279102,242445584.431763,242.445584431763,27.04606610246,1135
"814",16033,128132.311292026,128.132311292026,365423938.914917,365.423938914917,35.0640167889658,1400
"815",16034,279090.411305607,279.090411305607,1136247440.94141,1136.24744094141,24.5624677556479,1028
"816",16035,331888.942263797,331.888942263797,1943663305.43994,1943.66330543994,17.0754338642348,711
"817",16036,47035.1148179961,47.0351148179961,95529399.11377,95.52939911377,49.2362720317962,1774
"818",16037,152045.54322457,152.04554322457,199159731.712891,199.159731712891,76.3435167927215,2125
"819",16038,305110.492227965,305.110492227965,2049579557.21277,2049.57955721277,14.8864917760443,599
"820",16039,64724.792534339,64.724792534339,78626777.93811,78.62677793811,82.3190193362448,2178
"821",16040,60765.08712677,60.76508712677,175297785.507568,175.297785507568,34.6639217094654,1392
"822",16041,50167.0079193252,50.1670079193252,125828713.432617,125.828713432617,39.8692846416095,1557
"823",16042,51031.3792836646,51.0313792836646,122986560.297607,122.986560297607,41.4934600660244,1598
"824",16043,44670.7556337344,44.6707556337344,117872540.918945,117.872540918945,37.8975080077829,1497
"825",16044,89687.5919291934,89.6875919291934,193133370.085449,193.133370085449,46.4381644091399,1715
"826",16045,108551.777654683,108.551777654683,241510705.967773,241.510705967773,44.9469837039721,1679
"827",16046,55144.2694879403,55.1442694879403,140221243.476074,140.221243476074,39.3266156546027,1538
"828",16047,85089.1330761762,85.0891330761762,263937311.264893,263.937311264893,32.2383874672342,1320
"829",16048,49339.4278189195,49.3394278189195,72219770.701782,72.219770701782,68.3184498364823,2053
"830",16049,93832.1989671911,93.8321989671911,1013928406.97778,1013.92840697778,9.25432193451181,320
"831",16050,385382.579430125,385.382579430125,692900309.20166,692.90030920166,55.6187628021341,1884
"832",16051,42567.804401577,42.567804401577,231355025.193726,231.355025193726,18.3993428999144,771
"833",16052,296090.13119472,296.09013119472,1147958037.24951,1147.95803724951,25.7927660756788,1077
"834",16053,839956.894460639,839.956894460639,1184639470.01489,1184.63947001489,70.9040105214525,2075
"835",16054,56150.7997333676,56.1507997333676,182089951.230713,182.089951230713,30.8368470384305,1277
"836",16055,134727.599847584,134.727599847584,375821510.169922,375.821510169922,35.8488261586383,1428
"837",16056,75409.8333608371,75.4098333608371,302227096.152832,302.227096152832,24.9513807070109,1047
"838",16057,52402.1436471671,52.4021436471671,542810857.840454,542.810857840454,9.6538495666145,334
"839",16058,43398.5497193646,43.3985497193646,233632436.884521,233.632436884521,18.5755669452763,781
"840",16059,109912.870144477,109.912870144477,328704020.591919,328.704020591919,33.4382493851305,1363
"841",16060,46999.0292314566,46.9990292314566,76318306.225586,76.318306225586,61.5829039660998,1979
"842",16061,57996.5867601292,57.9965867601292,141377605.287354,141.377605287354,41.0224707387351,1584
"843",16062,57277.2104550188,57.2772104550188,169103401.084473,169.103401084473,33.8711167768925,1376
"844",16063,149941.95920202,149.94195920202,287193051.202881,287.193051202881,52.2094662715558,1833
"845",16064,154114.229602569,154.114229602569,500915178.43042,500.91517843042,30.7665321872407,1272
"846",16065,82152.1958930242,82.1521958930242,242614509.090332,242.614509090332,33.8612048393349,1375
"847",16066,211415.100807427,211.415100807427,435918335.670532,435.918335670532,48.4987860128038,1756
"848",16067,149064.041098097,149.064041098097,368523193.247803,368.523193247803,40.4490256866582,1568
"849",16068,85129.7751931966,85.1297751931966,329819658.933716,329.819658933716,25.811006981335,1079
"850",16069,131920.964794109,131.920964794109,282537460.718262,282.537460718262,46.6914951591698,1721
"851",16070,47655.1521609852,47.6551521609852,191330555.000244,191.330555000244,24.907235627328,1045
"852",16071,211655.795717508,211.655795717508,713643108.816895,713.643108816895,29.6584935947043,1238
"853",16072,111902.440744414,111.902440744414,233331628.756348,233.331628756348,47.9585392434158,1744
"854",16073,93257.7672923267,93.2577672923267,211976278.513184,211.976278513184,43.9944355785671,1666
"855",16074,35591.1152672268,35.5911152672268,130135479.99585,130.13547999585,27.3492788195516,1145
"856",16075,151796.094127019,151.796094127019,477866384.519653,477.866384519653,31.7653844347313,1300
"857",16076,61206.260736522,61.206260736522,127185232.729126,127.185232729126,48.123716427737,1749
"858",16077,168249.441072051,168.249441072051,466274621.358032,466.274621358032,36.0837655247076,1441
"859",16078,47522.3560346715,47.5223560346715,103343777.749756,103.343777749756,45.9847289013815,1704
"860",16079,236387.949737507,236.387949737507,485076342.858398,485.076342858398,48.7321126288182,1762
"861",16080,83781.6095314654,83.7816095314654,248660320.126953,248.660320126953,33.6931961998162,1369
"862",16081,81526.3814573224,81.5263814573224,266559507.031494,266.559507031494,30.5846834597012,1264
"863",16082,330430.801019444,330.430801019444,782576896.728516,782.576896728516,42.2234290841931,1621
"864",16083,155160.64874407,155.16064874407,710269863.471558,710.269863471558,21.8453093287243,926
"865",16084,90189.3598911018,90.1893598911018,313882259.033813,313.882259033813,28.7335003159214,1206
"866",16085,140643.823013851,140.643823013851,382509272.960571,382.509272960571,36.7687355460134,1470
"867",16086,94982.4208482434,94.9824208482434,226331627.139648,226.331627139648,41.9660398542704,1614
"868",16087,88255.1417780696,88.2551417780696,184063690.919434,184.063690919434,47.9481538902203,1742
"869",16088,180088.742275696,180.088742275696,254145016.942627,254.145016942627,70.8606229790258,2074
"870",16089,65563.103474231,65.563103474231,794205257.448486,794.205257448486,8.25518376507141,274
"871",16090,44047.7673810904,44.0477673810904,188611229.093872,188.611229093872,23.3537354020252,987
"872",16091,46982.8272119072,46.9828272119072,171611519.117432,171.611519117432,27.3774321523005,1150
"873",16092,164362.145214497,164.362145214498,1485761235.22339,1485.76123522339,11.062487115555,412
"874",16093,126541.607350126,126.541607350126,195892915.650146,195.892915650146,64.5973372391487,2011
"875",16094,50196.0633650369,50.1960633650369,202309290.688965,202.309290688965,24.8115463180628,1036
"876",16095,61546.5202950011,61.5465202950011,502833331.329834,502.833331329834,12.2399444229821,467
"877",16096,88515.5216339223,88.5155216339223,2055300813.14844,2055.30081314844,4.30669423510463,109
"878",16097,174200.552943544,174.200552943544,1539087401.29016,1539.08740129016,11.318431480728,422
"879",16098,72173.476516735,72.173476516735,241923331.176514,241.923331176514,29.8332021825854,1241
"880",16099,81394.2787903852,81.3942787903852,1012688794.23755,1012.68879423755,8.03744242590013,266
"881",16100,81345.8854516935,81.3458854516935,183237031.662354,183.237031662354,44.3938022318477,1669
"882",16101,108430.508286038,108.430508286038,935826225.71167,935.82622571167,11.5866071399719,430
"883",16102,291267.698467976,291.267698467976,1006985935.92395,1006.98593592395,28.9247037199905,1210
"884",16103,86672.6911413113,86.6726911413113,225942053.514648,225.942053514648,38.3605839608306,1511
"885",16104,76684.2804871341,76.6842804871341,347678506.355347,347.678506355347,22.0560889112767,936
"886",16105,61430.801890073,61.430801890073,146466463.530762,146.466463530762,41.9418892278852,1613
"887",16106,92677.3483570625,92.6773483570625,173044047.184814,173.044047184814,53.5570855309929,1849
"888",16107,101345.194349433,101.345194349433,451615566.24707,451.61556624707,22.4405892807488,950
"889",16108,186004.897885381,186.004897885381,332629937.270142,332.629937270142,55.9194699707138,1890
"890",16109,31720.0489150222,31.7200489150222,112331894.521973,112.331894521973,28.2377939498007,1191
"891",16110,311493.957452507,311.493957452507,592346801.380615,592.346801380615,52.586416728594,1841
"892",16111,75063.305578811,75.063305578811,159043339.557983,159.043339557983,47.1967614534684,1727
"893",16112,294084.74980312,294.08474980312,509594602.101807,509.594602101807,57.7095496283079,1911
"894",16113,71814.5569104866,71.8145569104866,218001222.893311,218.001222893311,32.9422725053393,1346
"895",17001,97336.7347970693,97.3367347970693,116822448.204956,116.822448204956,83.3202319354748,2188
"896",17002,71938.1850036874,71.9381850036874,79019456.083008,79.019456083008,91.0385727384887,2221
"897",17003,93500.672766412,93.500672766412,141034884.639282,141.034884639282,66.2961316312302,2022
"898",17004,254067.319117831,254.067319117831,375586761.819458,375.586761819458,67.6454404002555,2044
"899",17005,48498.0525861995,48.4980525861995,83067488.938965,83.067488938965,58.3839155434614,1926
"900",17006,120452.809403528,120.452809403528,96764043.307617,96.764043307617,124.480959337967,2333
"901",17007,239316.10731547,239.31610731547,198767903.266357,198.767903266357,120.399774502213,2323
"902",17008,71705.013282654,71.705013282654,67994306.562012,67.994306562012,105.457378578099,2282
"903",17009,106995.561206354,106.995561206354,188186012.042236,188.186012042236,56.8562774911984,1902
"904",17010,66547.0529769059,66.5470529769059,101867624.009155,101.867624009155,65.3269904193753,2017
"905",17011,93762.9917736173,93.7629917736173,55713847.57312,55.71384757312,168.293872812429,2409
"906",17012,159831.725988428,159.831725988428,152918164.057983,152.918164057983,104.521086146328,2276
"907",17013,29414.2924411428,29.4142924411428,89990621.213623,89.990621213623,32.6859533187554,1335
"908",17014,40729.5198634369,40.7295198634369,57666786.207886,57.666786207886,70.629078784812,2071
"909",17015,98868.1082517985,98.8681082517985,214556579.09436,214.55657909436,46.0802034918338,1705
"910",17016,65346.5685496159,65.3465685496159,86164898.297607,86.164898297607,75.8389667262344,2120
"911",17017,150372.718308907,150.372718308907,296540765.249756,296.540765249756,50.7089533482043,1806
"912",17018,91340.0355645466,91.3400355645466,102329343.223389,102.329343223389,89.2608441404219,2210
"913",17019,54770.3049430769,54.7703049430769,367347545.070068,367.347545070068,14.909669515453,601
"914",17020,110748.704326023,110.748704326023,241239400.09729,241.23940009729,45.9082157729455,1700
"915",17021,16176.0742088347,16.1760742088347,67441024.328491,67.441024328491,23.9855108517398,1006
"916",17022,48733.9165742415,48.7339165742415,98038382.246094,98.038382246094,49.7090174865499,1787
"917",17023,32690.903373162,32.690903373162,107343374.28418,107.34337428418,30.4545143947277,1262
"918",17024,111662.219525699,111.662219525699,237534343.629395,237.534343629395,47.008873672565,1724
"919",17025,141384.427482617,141.384427482617,542134995.473267,542.134995473267,26.0791922054751,1092
